rownumber;Date;Day;Month;Year
1786;2004-11-20;20;11;2004
1787;2004-11-21;21;11;2004
1788;2004-11-22;22;11;2004
1789;2004-11-23;23;11;2004
1790;2004-11-24;24;11;2004
1791;2004-11-25;25;11;2004
1792;2004-11-26;26;11;2004
1793;2004-11-27;27;11;2004
1794;2004-11-28;28;11;2004
1795;2004-11-29;29;11;2004
1796;2004-11-30;30;11;2004
1797;2004-12-01;1;12;2004
1798;2004-12-02;2;12;2004
1799;2004-12-03;3;12;2004
1800;2004-12-04;4;12;2004
1801;2004-12-05;5;12;2004
1802;2004-12-06;6;12;2004
1803;2004-12-07;7;12;2004
1804;2004-12-08;8;12;2004
1805;2004-12-09;9;12;2004
1806;2004-12-10;10;12;2004
1807;2004-12-11;11;12;2004
1808;2004-12-12;12;12;2004
1809;2004-12-13;13;12;2004
1810;2004-12-14;14;12;2004
1811;2004-12-15;15;12;2004
1812;2004-12-16;16;12;2004
1813;2004-12-17;17;12;2004
1814;2004-12-18;18;12;2004
1815;2004-12-19;19;12;2004
1816;2004-12-20;20;12;2004
1817;2004-12-21;21;12;2004
1818;2004-12-22;22;12;2004
1819;2004-12-23;23;12;2004
1820;2004-12-24;24;12;2004
1821;2004-12-25;25;12;2004
1822;2004-12-26;26;12;2004
1823;2004-12-27;27;12;2004
1824;2004-12-28;28;12;2004
1825;2004-12-29;29;12;2004
1826;2004-12-30;30;12;2004
1827;2004-12-31;31;12;2004
1828;2005-01-01;1;1;2005
1829;2005-01-02;2;1;2005
1830;2005-01-03;3;1;2005
1831;2005-01-04;4;1;2005
1832;2005-01-05;5;1;2005
1833;2005-01-06;6;1;2005
1834;2005-01-07;7;1;2005
1835;2005-01-08;8;1;2005
1836;2005-01-09;9;1;2005
1837;2005-01-10;10;1;2005
1838;2005-01-11;11;1;2005
1839;2005-01-12;12;1;2005
1840;2005-01-13;13;1;2005
1841;2005-01-14;14;1;2005
1842;2005-01-15;15;1;2005
1843;2005-01-16;16;1;2005
1844;2005-01-17;17;1;2005
1845;2005-01-18;18;1;2005
1846;2005-01-19;19;1;2005
1847;2005-01-20;20;1;2005
1848;2005-01-21;21;1;2005
1849;2005-01-22;22;1;2005
1850;2005-01-23;23;1;2005
1851;2005-01-24;24;1;2005
1852;2005-01-25;25;1;2005
1853;2005-01-26;26;1;2005
1854;2005-01-27;27;1;2005
1855;2005-01-28;28;1;2005
1856;2005-01-29;29;1;2005
1857;2005-01-30;30;1;2005
1858;2005-01-31;31;1;2005
1859;2005-02-01;1;2;2005
1860;2005-02-02;2;2;2005
1861;2005-02-03;3;2;2005
1862;2005-02-04;4;2;2005
1863;2005-02-05;5;2;2005
1864;2005-02-06;6;2;2005
1865;2005-02-07;7;2;2005
1866;2005-02-08;8;2;2005
1867;2005-02-09;9;2;2005
1868;2005-02-10;10;2;2005
1869;2005-02-11;11;2;2005
1870;2005-02-12;12;2;2005
1871;2005-02-13;13;2;2005
1872;2005-02-14;14;2;2005
1873;2005-02-15;15;2;2005
1874;2005-02-16;16;2;2005
1875;2005-02-17;17;2;2005
1876;2005-02-18;18;2;2005
1877;2005-02-19;19;2;2005
1878;2005-02-20;20;2;2005
1879;2005-02-21;21;2;2005
1880;2005-02-22;22;2;2005
1881;2005-02-23;23;2;2005
1882;2005-02-24;24;2;2005
1883;2005-02-25;25;2;2005
1884;2005-02-26;26;2;2005
1885;2005-02-27;27;2;2005
1886;2005-02-28;28;2;2005
1887;2005-03-01;1;3;2005
1888;2005-03-02;2;3;2005
1889;2005-03-03;3;3;2005
1890;2005-03-04;4;3;2005
1891;2005-03-05;5;3;2005
1892;2005-03-06;6;3;2005
1893;2005-03-07;7;3;2005
1894;2005-03-08;8;3;2005
1895;2005-03-09;9;3;2005
1896;2005-03-10;10;3;2005
1897;2005-03-11;11;3;2005
1898;2005-03-12;12;3;2005
1899;2005-03-13;13;3;2005
1900;2005-03-14;14;3;2005
1901;2005-03-15;15;3;2005
1902;2005-03-16;16;3;2005
1903;2005-03-17;17;3;2005
1904;2005-03-18;18;3;2005
1905;2005-03-19;19;3;2005
1906;2005-03-20;20;3;2005
1907;2005-03-21;21;3;2005
1908;2005-03-22;22;3;2005
1909;2005-03-23;23;3;2005
1910;2005-03-24;24;3;2005
1911;2005-03-25;25;3;2005
1912;2005-03-26;26;3;2005
1913;2005-03-27;27;3;2005
1914;2005-03-28;28;3;2005
1915;2005-03-29;29;3;2005
1916;2005-03-30;30;3;2005
1917;2005-03-31;31;3;2005
1918;2005-04-01;1;4;2005
1919;2005-04-02;2;4;2005
1920;2005-04-03;3;4;2005
1921;2005-04-04;4;4;2005
1922;2005-04-05;5;4;2005
1923;2005-04-06;6;4;2005
1924;2005-04-07;7;4;2005
1925;2005-04-08;8;4;2005
1926;2005-04-09;9;4;2005
1927;2005-04-10;10;4;2005
1928;2005-04-11;11;4;2005
1929;2005-04-12;12;4;2005
1930;2005-04-13;13;4;2005
1931;2005-04-14;14;4;2005
1932;2005-04-15;15;4;2005
1933;2005-04-16;16;4;2005
1934;2005-04-17;17;4;2005
1935;2005-04-18;18;4;2005
1936;2005-04-19;19;4;2005
1937;2005-04-20;20;4;2005
1938;2005-04-21;21;4;2005
1939;2005-04-22;22;4;2005
1940;2005-04-23;23;4;2005
1941;2005-04-24;24;4;2005
1942;2005-04-25;25;4;2005
1943;2005-04-26;26;4;2005
1944;2005-04-27;27;4;2005
1945;2005-04-28;28;4;2005
1946;2005-04-29;29;4;2005
1947;2005-04-30;30;4;2005
1948;2005-05-01;1;5;2005
1949;2005-05-02;2;5;2005
1950;2005-05-03;3;5;2005
1951;2005-05-04;4;5;2005
1952;2005-05-05;5;5;2005
1953;2005-05-06;6;5;2005
1954;2005-05-07;7;5;2005
1955;2005-05-08;8;5;2005
1956;2005-05-09;9;5;2005
1957;2005-05-10;10;5;2005
1958;2005-05-11;11;5;2005
1959;2005-05-12;12;5;2005
1960;2005-05-13;13;5;2005
1961;2005-05-14;14;5;2005
1962;2005-05-15;15;5;2005
1963;2005-05-16;16;5;2005
1964;2005-05-17;17;5;2005
1965;2005-05-18;18;5;2005
1966;2005-05-19;19;5;2005
1967;2005-05-20;20;5;2005
1968;2005-05-21;21;5;2005
1969;2005-05-22;22;5;2005
1970;2005-05-23;23;5;2005
1971;2005-05-24;24;5;2005
1972;2005-05-25;25;5;2005
1973;2005-05-26;26;5;2005
1974;2005-05-27;27;5;2005
1975;2005-05-28;28;5;2005
1976;2005-05-29;29;5;2005
1977;2005-05-30;30;5;2005
1978;2005-05-31;31;5;2005
1979;2005-06-01;1;6;2005
1980;2005-06-02;2;6;2005
1981;2005-06-03;3;6;2005
1982;2005-06-04;4;6;2005
1983;2005-06-05;5;6;2005
1984;2005-06-06;6;6;2005
1985;2005-06-07;7;6;2005
1986;2005-06-08;8;6;2005
1987;2005-06-09;9;6;2005
1988;2005-06-10;10;6;2005
1989;2005-06-11;11;6;2005
1990;2005-06-12;12;6;2005
1991;2005-06-13;13;6;2005
1992;2005-06-14;14;6;2005
1993;2005-06-15;15;6;2005
1994;2005-06-16;16;6;2005
1995;2005-06-17;17;6;2005
1996;2005-06-18;18;6;2005
1997;2005-06-19;19;6;2005
1998;2005-06-20;20;6;2005
1999;2005-06-21;21;6;2005
2000;2005-06-22;22;6;2005
2001;2005-06-23;23;6;2005
2002;2005-06-24;24;6;2005
2003;2005-06-25;25;6;2005
2004;2005-06-26;26;6;2005
2005;2005-06-27;27;6;2005
2006;2005-06-28;28;6;2005
2007;2005-06-29;29;6;2005
2008;2005-06-30;30;6;2005
2009;2005-07-01;1;7;2005
2010;2005-07-02;2;7;2005
2011;2005-07-03;3;7;2005
2012;2005-07-04;4;7;2005
2013;2005-07-05;5;7;2005
2014;2005-07-06;6;7;2005
2015;2005-07-07;7;7;2005
2016;2005-07-08;8;7;2005
2017;2005-07-09;9;7;2005
2018;2005-07-10;10;7;2005
2019;2005-07-11;11;7;2005
2020;2005-07-12;12;7;2005
2021;2005-07-13;13;7;2005
2022;2005-07-14;14;7;2005
2023;2005-07-15;15;7;2005
2024;2005-07-16;16;7;2005
2025;2005-07-17;17;7;2005
2026;2005-07-18;18;7;2005
2027;2005-07-19;19;7;2005
2028;2005-07-20;20;7;2005
2029;2005-07-21;21;7;2005
2030;2005-07-22;22;7;2005
2031;2005-07-23;23;7;2005
2032;2005-07-24;24;7;2005
2033;2005-07-25;25;7;2005
2034;2005-07-26;26;7;2005
2035;2005-07-27;27;7;2005
2036;2005-07-28;28;7;2005
2037;2005-07-29;29;7;2005
2038;2005-07-30;30;7;2005
2039;2005-07-31;31;7;2005
2040;2005-08-01;1;8;2005
2041;2005-08-02;2;8;2005
2042;2005-08-03;3;8;2005
2043;2005-08-04;4;8;2005
2044;2005-08-05;5;8;2005
2045;2005-08-06;6;8;2005
2046;2005-08-07;7;8;2005
2047;2005-08-08;8;8;2005
2048;2005-08-09;9;8;2005
2049;2005-08-10;10;8;2005
2050;2005-08-11;11;8;2005
2051;2005-08-12;12;8;2005
2052;2005-08-13;13;8;2005
2053;2005-08-14;14;8;2005
2054;2005-08-15;15;8;2005
2055;2005-08-16;16;8;2005
2056;2005-08-17;17;8;2005
2057;2005-08-18;18;8;2005
2058;2005-08-19;19;8;2005
2059;2005-08-20;20;8;2005
2060;2005-08-21;21;8;2005
2061;2005-08-22;22;8;2005
2062;2005-08-23;23;8;2005
2063;2005-08-24;24;8;2005
2064;2005-08-25;25;8;2005
2065;2005-08-26;26;8;2005
2066;2005-08-27;27;8;2005
2067;2005-08-28;28;8;2005
2068;2005-08-29;29;8;2005
2069;2005-08-30;30;8;2005
2070;2005-08-31;31;8;2005
2071;2005-09-01;1;9;2005
2072;2005-09-02;2;9;2005
2073;2005-09-03;3;9;2005
2074;2005-09-04;4;9;2005
2075;2005-09-05;5;9;2005
2076;2005-09-06;6;9;2005
2077;2005-09-07;7;9;2005
2078;2005-09-08;8;9;2005
2079;2005-09-09;9;9;2005
2080;2005-09-10;10;9;2005
2081;2005-09-11;11;9;2005
2082;2005-09-12;12;9;2005
2083;2005-09-13;13;9;2005
2084;2005-09-14;14;9;2005
2085;2005-09-15;15;9;2005
2086;2005-09-16;16;9;2005
2087;2005-09-17;17;9;2005
2088;2005-09-18;18;9;2005
2089;2005-09-19;19;9;2005
2090;2005-09-20;20;9;2005
2091;2005-09-21;21;9;2005
2092;2005-09-22;22;9;2005
2093;2005-09-23;23;9;2005
2094;2005-09-24;24;9;2005
2095;2005-09-25;25;9;2005
2096;2005-09-26;26;9;2005
2097;2005-09-27;27;9;2005
2098;2005-09-28;28;9;2005
2099;2005-09-29;29;9;2005
2100;2005-09-30;30;9;2005
2101;2005-10-01;1;10;2005
2102;2005-10-02;2;10;2005
2103;2005-10-03;3;10;2005
2104;2005-10-04;4;10;2005
2105;2005-10-05;5;10;2005
2106;2005-10-06;6;10;2005
2107;2005-10-07;7;10;2005
2108;2005-10-08;8;10;2005
2109;2005-10-09;9;10;2005
2110;2005-10-10;10;10;2005
2111;2005-10-11;11;10;2005
2112;2005-10-12;12;10;2005
2113;2005-10-13;13;10;2005
2114;2005-10-14;14;10;2005
2115;2005-10-15;15;10;2005
2116;2005-10-16;16;10;2005
2117;2005-10-17;17;10;2005
2118;2005-10-18;18;10;2005
2119;2005-10-19;19;10;2005
2120;2005-10-20;20;10;2005
2121;2005-10-21;21;10;2005
2122;2005-10-22;22;10;2005
2123;2005-10-23;23;10;2005
2124;2005-10-24;24;10;2005
2125;2005-10-25;25;10;2005
2126;2005-10-26;26;10;2005
2127;2005-10-27;27;10;2005
2128;2005-10-28;28;10;2005
2129;2005-10-29;29;10;2005
2130;2005-10-30;30;10;2005
2131;2005-10-31;31;10;2005
2132;2005-11-01;1;11;2005
2133;2005-11-02;2;11;2005
2134;2005-11-03;3;11;2005
2135;2005-11-04;4;11;2005
2136;2005-11-05;5;11;2005
2137;2005-11-06;6;11;2005
2138;2005-11-07;7;11;2005
2139;2005-11-08;8;11;2005
2140;2005-11-09;9;11;2005
2141;2005-11-10;10;11;2005
2142;2005-11-11;11;11;2005
2143;2005-11-12;12;11;2005
2144;2005-11-13;13;11;2005
2145;2005-11-14;14;11;2005
2146;2005-11-15;15;11;2005
2147;2005-11-16;16;11;2005
2148;2005-11-17;17;11;2005
2149;2005-11-18;18;11;2005
2150;2005-11-19;19;11;2005
2151;2005-11-20;20;11;2005
2152;2005-11-21;21;11;2005
2153;2005-11-22;22;11;2005
2154;2005-11-23;23;11;2005
2155;2005-11-24;24;11;2005
2156;2005-11-25;25;11;2005
2157;2005-11-26;26;11;2005
2158;2005-11-27;27;11;2005
2159;2005-11-28;28;11;2005
2160;2005-11-29;29;11;2005
2161;2005-11-30;30;11;2005
2162;2005-12-01;1;12;2005
2163;2005-12-02;2;12;2005
2164;2005-12-03;3;12;2005
2165;2005-12-04;4;12;2005
2166;2005-12-05;5;12;2005
2167;2005-12-06;6;12;2005
2168;2005-12-07;7;12;2005
2169;2005-12-08;8;12;2005
2170;2005-12-09;9;12;2005
2171;2005-12-10;10;12;2005
2172;2005-12-11;11;12;2005
2173;2005-12-12;12;12;2005
2174;2005-12-13;13;12;2005
2175;2005-12-14;14;12;2005
2176;2005-12-15;15;12;2005
2177;2005-12-16;16;12;2005
2178;2005-12-17;17;12;2005
2179;2005-12-18;18;12;2005
2180;2005-12-19;19;12;2005
2181;2005-12-20;20;12;2005
2182;2005-12-21;21;12;2005
2183;2005-12-22;22;12;2005
2184;2005-12-23;23;12;2005
2185;2005-12-24;24;12;2005
2186;2005-12-25;25;12;2005
2187;2005-12-26;26;12;2005
2188;2005-12-27;27;12;2005
2189;2005-12-28;28;12;2005
2190;2005-12-29;29;12;2005
2191;2005-12-30;30;12;2005
2192;2005-12-31;31;12;2005
2193;2006-01-01;1;1;2006
2194;2006-01-02;2;1;2006
2195;2006-01-03;3;1;2006
2196;2006-01-04;4;1;2006
2197;2006-01-05;5;1;2006
2198;2006-01-06;6;1;2006
2199;2006-01-07;7;1;2006
2200;2006-01-08;8;1;2006
2201;2006-01-09;9;1;2006
2202;2006-01-10;10;1;2006
2203;2006-01-11;11;1;2006
2204;2006-01-12;12;1;2006
2205;2006-01-13;13;1;2006
2206;2006-01-14;14;1;2006
2207;2006-01-15;15;1;2006
2208;2006-01-16;16;1;2006
2209;2006-01-17;17;1;2006
2210;2006-01-18;18;1;2006
2211;2006-01-19;19;1;2006
2212;2006-01-20;20;1;2006
2213;2006-01-21;21;1;2006
2214;2006-01-22;22;1;2006
2215;2006-01-23;23;1;2006
2216;2006-01-24;24;1;2006
2217;2006-01-25;25;1;2006
2218;2006-01-26;26;1;2006
2219;2006-01-27;27;1;2006
2220;2006-01-28;28;1;2006
2221;2006-01-29;29;1;2006
2222;2006-01-30;30;1;2006
2223;2006-01-31;31;1;2006
2224;2006-02-01;1;2;2006
2225;2006-02-02;2;2;2006
2226;2006-02-03;3;2;2006
2227;2006-02-04;4;2;2006
2228;2006-02-05;5;2;2006
2229;2006-02-06;6;2;2006
2230;2006-02-07;7;2;2006
2231;2006-02-08;8;2;2006
2232;2006-02-09;9;2;2006
2233;2006-02-10;10;2;2006
2234;2006-02-11;11;2;2006
2235;2006-02-12;12;2;2006
2236;2006-02-13;13;2;2006
2237;2006-02-14;14;2;2006
2238;2006-02-15;15;2;2006
2239;2006-02-16;16;2;2006
2240;2006-02-17;17;2;2006
2241;2006-02-18;18;2;2006
2242;2006-02-19;19;2;2006
2243;2006-02-20;20;2;2006
2244;2006-02-21;21;2;2006
2245;2006-02-22;22;2;2006
2246;2006-02-23;23;2;2006
2247;2006-02-24;24;2;2006
2248;2006-02-25;25;2;2006
2249;2006-02-26;26;2;2006
2250;2006-02-27;27;2;2006
2251;2006-02-28;28;2;2006
2252;2006-03-01;1;3;2006
2253;2006-03-02;2;3;2006
2254;2006-03-03;3;3;2006
2255;2006-03-04;4;3;2006
2256;2006-03-05;5;3;2006
2257;2006-03-06;6;3;2006
2258;2006-03-07;7;3;2006
2259;2006-03-08;8;3;2006
2260;2006-03-09;9;3;2006
2261;2006-03-10;10;3;2006
2262;2006-03-11;11;3;2006
2263;2006-03-12;12;3;2006
2264;2006-03-13;13;3;2006
2265;2006-03-14;14;3;2006
2266;2006-03-15;15;3;2006
2267;2006-03-16;16;3;2006
2268;2006-03-17;17;3;2006
2269;2006-03-18;18;3;2006
2270;2006-03-19;19;3;2006
2271;2006-03-20;20;3;2006
2272;2006-03-21;21;3;2006
2273;2006-03-22;22;3;2006
2274;2006-03-23;23;3;2006
2275;2006-03-24;24;3;2006
2276;2006-03-25;25;3;2006
2277;2006-03-26;26;3;2006
2278;2006-03-27;27;3;2006
2279;2006-03-28;28;3;2006
2280;2006-03-29;29;3;2006
2281;2006-03-30;30;3;2006
2282;2006-03-31;31;3;2006
2283;2006-04-01;1;4;2006
2284;2006-04-02;2;4;2006
2285;2006-04-03;3;4;2006
2286;2006-04-04;4;4;2006
2287;2006-04-05;5;4;2006
2288;2006-04-06;6;4;2006
2289;2006-04-07;7;4;2006
2290;2006-04-08;8;4;2006
2291;2006-04-09;9;4;2006
2292;2006-04-10;10;4;2006
2293;2006-04-11;11;4;2006
2294;2006-04-12;12;4;2006
2295;2006-04-13;13;4;2006
2296;2006-04-14;14;4;2006
2297;2006-04-15;15;4;2006
2298;2006-04-16;16;4;2006
2299;2006-04-17;17;4;2006
2300;2006-04-18;18;4;2006
2301;2006-04-19;19;4;2006
2302;2006-04-20;20;4;2006
2303;2006-04-21;21;4;2006
2304;2006-04-22;22;4;2006
2305;2006-04-23;23;4;2006
2306;2006-04-24;24;4;2006
2307;2006-04-25;25;4;2006
2308;2006-04-26;26;4;2006
2309;2006-04-27;27;4;2006
2310;2006-04-28;28;4;2006
2311;2006-04-29;29;4;2006
2312;2006-04-30;30;4;2006
2313;2006-05-01;1;5;2006
2314;2006-05-02;2;5;2006
2315;2006-05-03;3;5;2006
2316;2006-05-04;4;5;2006
2317;2006-05-05;5;5;2006
2318;2006-05-06;6;5;2006
2319;2006-05-07;7;5;2006
2320;2006-05-08;8;5;2006
2321;2006-05-09;9;5;2006
2322;2006-05-10;10;5;2006
2323;2006-05-11;11;5;2006
2324;2006-05-12;12;5;2006
2325;2006-05-13;13;5;2006
2326;2006-05-14;14;5;2006
2327;2006-05-15;15;5;2006
2328;2006-05-16;16;5;2006
2329;2006-05-17;17;5;2006
2330;2006-05-18;18;5;2006
2331;2006-05-19;19;5;2006
2332;2006-05-20;20;5;2006
2333;2006-05-21;21;5;2006
2334;2006-05-22;22;5;2006
2335;2006-05-23;23;5;2006
2336;2006-05-24;24;5;2006
2337;2006-05-25;25;5;2006
2338;2006-05-26;26;5;2006
2339;2006-05-27;27;5;2006
2340;2006-05-28;28;5;2006
2341;2006-05-29;29;5;2006
2342;2006-05-30;30;5;2006
2343;2006-05-31;31;5;2006
2344;2006-06-01;1;6;2006
2345;2006-06-02;2;6;2006
2346;2006-06-03;3;6;2006
2347;2006-06-04;4;6;2006
2348;2006-06-05;5;6;2006
2349;2006-06-06;6;6;2006
2350;2006-06-07;7;6;2006
2351;2006-06-08;8;6;2006
2352;2006-06-09;9;6;2006
2353;2006-06-10;10;6;2006
2354;2006-06-11;11;6;2006
2355;2006-06-12;12;6;2006
2356;2006-06-13;13;6;2006
2357;2006-06-14;14;6;2006
2358;2006-06-15;15;6;2006
2359;2006-06-16;16;6;2006
2360;2006-06-17;17;6;2006
2361;2006-06-18;18;6;2006
2362;2006-06-19;19;6;2006
2363;2006-06-20;20;6;2006
2364;2006-06-21;21;6;2006
2365;2006-06-22;22;6;2006
2366;2006-06-23;23;6;2006
2367;2006-06-24;24;6;2006
2368;2006-06-25;25;6;2006
2369;2006-06-26;26;6;2006
2370;2006-06-27;27;6;2006
2371;2006-06-28;28;6;2006
2372;2006-06-29;29;6;2006
2373;2006-06-30;30;6;2006
2374;2006-07-01;1;7;2006
2375;2006-07-02;2;7;2006
2376;2006-07-03;3;7;2006
2377;2006-07-04;4;7;2006
2378;2006-07-05;5;7;2006
2379;2006-07-06;6;7;2006
2380;2006-07-07;7;7;2006
2381;2006-07-08;8;7;2006
2382;2006-07-09;9;7;2006
2383;2006-07-10;10;7;2006
2384;2006-07-11;11;7;2006
2385;2006-07-12;12;7;2006
2386;2006-07-13;13;7;2006
2387;2006-07-14;14;7;2006
2388;2006-07-15;15;7;2006
2389;2006-07-16;16;7;2006
2390;2006-07-17;17;7;2006
2391;2006-07-18;18;7;2006
2392;2006-07-19;19;7;2006
2393;2006-07-20;20;7;2006
2394;2006-07-21;21;7;2006
2395;2006-07-22;22;7;2006
2396;2006-07-23;23;7;2006
2397;2006-07-24;24;7;2006
2398;2006-07-25;25;7;2006
2399;2006-07-26;26;7;2006
2400;2006-07-27;27;7;2006
2401;2006-07-28;28;7;2006
2402;2006-07-29;29;7;2006
2403;2006-07-30;30;7;2006
2404;2006-07-31;31;7;2006
2405;2006-08-01;1;8;2006
2406;2006-08-02;2;8;2006
2407;2006-08-03;3;8;2006
2408;2006-08-04;4;8;2006
2409;2006-08-05;5;8;2006
2410;2006-08-06;6;8;2006
2411;2006-08-07;7;8;2006
2412;2006-08-08;8;8;2006
2413;2006-08-09;9;8;2006
2414;2006-08-10;10;8;2006
2415;2006-08-11;11;8;2006
2416;2006-08-12;12;8;2006
2417;2006-08-13;13;8;2006
2418;2006-08-14;14;8;2006
2419;2006-08-15;15;8;2006
2420;2006-08-16;16;8;2006
2421;2006-08-17;17;8;2006
2422;2006-08-18;18;8;2006
2423;2006-08-19;19;8;2006
2424;2006-08-20;20;8;2006
2425;2006-08-21;21;8;2006
2426;2006-08-22;22;8;2006
2427;2006-08-23;23;8;2006
2428;2006-08-24;24;8;2006
2429;2006-08-25;25;8;2006
2430;2006-08-26;26;8;2006
2431;2006-08-27;27;8;2006
2432;2006-08-28;28;8;2006
2433;2006-08-29;29;8;2006
2434;2006-08-30;30;8;2006
2435;2006-08-31;31;8;2006
2436;2006-09-01;1;9;2006
2437;2006-09-02;2;9;2006
2438;2006-09-03;3;9;2006
2439;2006-09-04;4;9;2006
2440;2006-09-05;5;9;2006
2441;2006-09-06;6;9;2006
2442;2006-09-07;7;9;2006
2443;2006-09-08;8;9;2006
2444;2006-09-09;9;9;2006
2445;2006-09-10;10;9;2006
2446;2006-09-11;11;9;2006
2447;2006-09-12;12;9;2006
2448;2006-09-13;13;9;2006
2449;2006-09-14;14;9;2006
2450;2006-09-15;15;9;2006
2451;2006-09-16;16;9;2006
2452;2006-09-17;17;9;2006
2453;2006-09-18;18;9;2006
2454;2006-09-19;19;9;2006
2455;2006-09-20;20;9;2006
2456;2006-09-21;21;9;2006
2457;2006-09-22;22;9;2006
2458;2006-09-23;23;9;2006
2459;2006-09-24;24;9;2006
2460;2006-09-25;25;9;2006
2461;2006-09-26;26;9;2006
2462;2006-09-27;27;9;2006
2463;2006-09-28;28;9;2006
2464;2006-09-29;29;9;2006
2465;2006-09-30;30;9;2006
2466;2006-10-01;1;10;2006
2467;2006-10-02;2;10;2006
2468;2006-10-03;3;10;2006
2469;2006-10-04;4;10;2006
2470;2006-10-05;5;10;2006
2471;2006-10-06;6;10;2006
2472;2006-10-07;7;10;2006
2473;2006-10-08;8;10;2006
2474;2006-10-09;9;10;2006
2475;2006-10-10;10;10;2006
2476;2006-10-11;11;10;2006
2477;2006-10-12;12;10;2006
2478;2006-10-13;13;10;2006
2479;2006-10-14;14;10;2006
2480;2006-10-15;15;10;2006
2481;2006-10-16;16;10;2006
2482;2006-10-17;17;10;2006
2483;2006-10-18;18;10;2006
2484;2006-10-19;19;10;2006
2485;2006-10-20;20;10;2006
2486;2006-10-21;21;10;2006
2487;2006-10-22;22;10;2006
2488;2006-10-23;23;10;2006
2489;2006-10-24;24;10;2006
2490;2006-10-25;25;10;2006
2491;2006-10-26;26;10;2006
2492;2006-10-27;27;10;2006
2493;2006-10-28;28;10;2006
2494;2006-10-29;29;10;2006
2495;2006-10-30;30;10;2006
2496;2006-10-31;31;10;2006
2497;2006-11-01;1;11;2006
2498;2006-11-02;2;11;2006
2499;2006-11-03;3;11;2006
2500;2006-11-04;4;11;2006
2501;2006-11-05;5;11;2006
2502;2006-11-06;6;11;2006
2503;2006-11-07;7;11;2006
2504;2006-11-08;8;11;2006
2505;2006-11-09;9;11;2006
2506;2006-11-10;10;11;2006
2507;2006-11-11;11;11;2006
2508;2006-11-12;12;11;2006
2509;2006-11-13;13;11;2006
2510;2006-11-14;14;11;2006
2511;2006-11-15;15;11;2006
2512;2006-11-16;16;11;2006
2513;2006-11-17;17;11;2006
2514;2006-11-18;18;11;2006
2515;2006-11-19;19;11;2006
2516;2006-11-20;20;11;2006
2517;2006-11-21;21;11;2006
2518;2006-11-22;22;11;2006
2519;2006-11-23;23;11;2006
2520;2006-11-24;24;11;2006
2521;2006-11-25;25;11;2006
2522;2006-11-26;26;11;2006
2523;2006-11-27;27;11;2006
2524;2006-11-28;28;11;2006
2525;2006-11-29;29;11;2006
2526;2006-11-30;30;11;2006
2527;2006-12-01;1;12;2006
2528;2006-12-02;2;12;2006
2529;2006-12-03;3;12;2006
2530;2006-12-04;4;12;2006
2531;2006-12-05;5;12;2006
2532;2006-12-06;6;12;2006
2533;2006-12-07;7;12;2006
2534;2006-12-08;8;12;2006
2535;2006-12-09;9;12;2006
2536;2006-12-10;10;12;2006
2537;2006-12-11;11;12;2006
2538;2006-12-12;12;12;2006
2539;2006-12-13;13;12;2006
2540;2006-12-14;14;12;2006
2541;2006-12-15;15;12;2006
2542;2006-12-16;16;12;2006
2543;2006-12-17;17;12;2006
2544;2006-12-18;18;12;2006
2545;2006-12-19;19;12;2006
2546;2006-12-20;20;12;2006
2547;2006-12-21;21;12;2006
2548;2006-12-22;22;12;2006
2549;2006-12-23;23;12;2006
2550;2006-12-24;24;12;2006
2551;2006-12-25;25;12;2006
2552;2006-12-26;26;12;2006
2553;2006-12-27;27;12;2006
2554;2006-12-28;28;12;2006
2555;2006-12-29;29;12;2006
2556;2006-12-30;30;12;2006
2557;2006-12-31;31;12;2006
2558;2007-01-01;1;1;2007
2559;2007-01-02;2;1;2007
2560;2007-01-03;3;1;2007
2561;2007-01-04;4;1;2007
2562;2007-01-05;5;1;2007
2563;2007-01-06;6;1;2007
2564;2007-01-07;7;1;2007
2565;2007-01-08;8;1;2007
2566;2007-01-09;9;1;2007
2567;2007-01-10;10;1;2007
2568;2007-01-11;11;1;2007
2569;2007-01-12;12;1;2007
2570;2007-01-13;13;1;2007
2571;2007-01-14;14;1;2007
2572;2007-01-15;15;1;2007
2573;2007-01-16;16;1;2007
2574;2007-01-17;17;1;2007
2575;2007-01-18;18;1;2007
2576;2007-01-19;19;1;2007
2577;2007-01-20;20;1;2007
2578;2007-01-21;21;1;2007
2579;2007-01-22;22;1;2007
2580;2007-01-23;23;1;2007
2581;2007-01-24;24;1;2007
2582;2007-01-25;25;1;2007
2583;2007-01-26;26;1;2007
2584;2007-01-27;27;1;2007
2585;2007-01-28;28;1;2007
2586;2007-01-29;29;1;2007
2587;2007-01-30;30;1;2007
2588;2007-01-31;31;1;2007
2589;2007-02-01;1;2;2007
2590;2007-02-02;2;2;2007
2591;2007-02-03;3;2;2007
2592;2007-02-04;4;2;2007
2593;2007-02-05;5;2;2007
2594;2007-02-06;6;2;2007
2595;2007-02-07;7;2;2007
2596;2007-02-08;8;2;2007
2597;2007-02-09;9;2;2007
2598;2007-02-10;10;2;2007
2599;2007-02-11;11;2;2007
2600;2007-02-12;12;2;2007
2601;2007-02-13;13;2;2007
2602;2007-02-14;14;2;2007
2603;2007-02-15;15;2;2007
2604;2007-02-16;16;2;2007
2605;2007-02-17;17;2;2007
2606;2007-02-18;18;2;2007
2607;2007-02-19;19;2;2007
